epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,19380,0.86516,0.48789,0.8747,0.91747,0.84197,0.92121,0.67254,0.81497,0.41849,0.88096,0.00516314,0.00516314,0.00516314
173,19491.8,0.87096,0.48557,0.87718,0.90741,0.84544,0.92224,0.67357,0.81233,0.41788,0.88051,0.00513486,0.00513486,0.00513486
174,19603.6,0.8651,0.48494,0.87438,0.90816,0.84791,0.92135,0.67499,0.81049,0.4179,0.88034,0.00510657,0.00510657,0.00510657
175,19715.1,0.85646,0.48246,0.87011,0.90552,0.84981,0.92307,0.6751,0.81005,0.41936,0.88021,0.00507829,0.00507829,0.00507829
176,19827,0.84741,0.47444,0.87316,0.9128,0.85037,0.92281,0.67531,0.81,0.41839,0.88088,0.00505,0.00505,0.00505
177,19937.9,0.85818,0.48095,0.87448,0.91012,0.848,0.92275,0.67298,0.81014,0.41796,0.88116,0.00502171,0.00502171,0.00502171
178,20051.1,0.86103,0.48056,0.87363,0.91113,0.84914,0.92233,0.67394,0.81155,0.41793,0.88094,0.00499343,0.00499343,0.00499343
179,20164.1,0.85783,0.48196,0.87628,0.90906,0.84975,0.92357,0.67458,0.80785,0.41683,0.88077,0.00496514,0.00496514,0.00496514
180,20281.6,0.8568,0.48269,0.87266,0.92389,0.8446,0.92224,0.67738,0.80337,0.4157,0.88003,0.00493686,0.00493686,0.00493686
181,20395.6,0.86215,0.4802,0.87614,0.93171,0.8401,0.92392,0.67792,0.80167,0.41406,0.88018,0.00490857,0.00490857,0.00490857
182,20507.8,0.85495,0.47844,0.87729,0.93149,0.83719,0.9239,0.6777,0.80074,0.41262,0.88002,0.00488029,0.00488029,0.00488029
183,20618.9,0.861,0.48311,0.87731,0.92862,0.84421,0.92402,0.67829,0.79992,0.41231,0.88001,0.004852,0.004852,0.004852
184,20731.8,0.85248,0.47632,0.87312,0.92954,0.84236,0.92395,0.67602,0.80123,0.41225,0.88066,0.00482371,0.00482371,0.00482371
185,20843.7,0.85432,0.474,0.87364,0.92713,0.83825,0.92236,0.67555,0.80241,0.41013,0.88172,0.00479543,0.00479543,0.00479543
186,20961.4,0.84692,0.47808,0.87785,0.92514,0.83682,0.92246,0.67595,0.80401,0.41202,0.88195,0.00476714,0.00476714,0.00476714
187,21072,0.85287,0.47608,0.87666,0.92658,0.83313,0.92245,0.67631,0.802,0.41232,0.88222,0.00473886,0.00473886,0.00473886
188,21184,0.85529,0.47498,0.87813,0.92265,0.83736,0.92365,0.67637,0.80294,0.41213,0.88278,0.00471057,0.00471057,0.00471057
189,21294.1,0.85328,0.47731,0.87172,0.91905,0.8389,0.92515,0.67783,0.8038,0.4124,0.88285,0.00468229,0.00468229,0.00468229
190,21404.4,0.85769,0.47721,0.87435,0.9221,0.8382,0.92514,0.67888,0.80392,0.41309,0.883,0.004654,0.004654,0.004654
191,21516.9,0.85273,0.47495,0.87245,0.92177,0.84175,0.92506,0.67823,0.80422,0.41285,0.88318,0.00462571,0.00462571,0.00462571
192,21633.6,0.85247,0.47098,0.87076,0.91073,0.84975,0.92534,0.67941,0.80234,0.41111,0.88285,0.00459743,0.00459743,0.00459743
193,21746.9,0.85437,0.47328,0.87627,0.91063,0.84707,0.92531,0.68068,0.80152,0.41102,0.88243,0.00456914,0.00456914,0.00456914
194,21859.8,0.8507,0.47185,0.87406,0.91716,0.84544,0.92522,0.67944,0.80054,0.41095,0.88219,0.00454086,0.00454086,0.00454086
195,21974.2,0.84219,0.47007,0.87357,0.91653,0.84421,0.9269,0.67902,0.79963,0.41138,0.88224,0.00451257,0.00451257,0.00451257
196,22084.6,0.85439,0.47519,0.87401,0.91304,0.85591,0.92634,0.67922,0.8007,0.41126,0.88219,0.00448429,0.00448429,0.00448429
197,22197.7,0.85318,0.47508,0.87385,0.91399,0.85714,0.92784,0.67989,0.80017,0.41053,0.88194,0.004456,0.004456,0.004456
198,22309,0.84278,0.46801,0.87039,0.91399,0.85719,0.9283,0.67955,0.79933,0.41021,0.881,0.00442771,0.00442771,0.00442771
199,22419.4,0.85329,0.47114,0.86896,0.91136,0.86103,0.92905,0.68073,0.79808,0.40968,0.88078,0.00439943,0.00439943,0.00439943
200,22531.5,0.83722,0.46687,0.87029,0.90754,0.86425,0.92889,0.68101,0.79961,0.40992,0.88104,0.00437114,0.00437114,0.00437114
201,22648.6,0.84443,0.46982,0.87101,0.90731,0.86761,0.92956,0.68017,0.79921,0.40961,0.88121,0.00434286,0.00434286,0.00434286
202,22761.3,0.83252,0.46647,0.87142,0.91058,0.86638,0.9297,0.68158,0.79931,0.41057,0.88134,0.00431457,0.00431457,0.00431457
203,22875.2,0.84677,0.47214,0.872,0.91259,0.86787,0.9305,0.68016,0.79847,0.41111,0.88121,0.00428629,0.00428629,0.00428629
204,22986.5,0.82705,0.4647,0.86462,0.91232,0.86515,0.92951,0.68028,0.7993,0.41021,0.88127,0.004258,0.004258,0.004258
205,23100,0.8445,0.46643,0.87062,0.91358,0.86453,0.93016,0.68008,0.79828,0.41004,0.88104,0.00422971,0.00422971,0.00422971
206,23213.1,0.84518,0.46947,0.87084,0.91754,0.86268,0.92964,0.68054,0.80004,0.40912,0.88113,0.00420143,0.00420143,0.00420143
207,23333.1,0.83379,0.46338,0.86671,0.91791,0.86268,0.92996,0.68092,0.7999,0.40825,0.88139,0.00417314,0.00417314,0.00417314
208,23445.5,0.83216,0.4593,0.87411,0.92422,0.85612,0.92882,0.6819,0.79888,0.40821,0.88124,0.00414486,0.00414486,0.00414486
209,23558.5,0.83428,0.46441,0.86929,0.91904,0.85977,0.92825,0.68184,0.79961,0.40861,0.88107,0.00411657,0.00411657,0.00411657
210,23674.9,0.83051,0.46467,0.86918,0.91791,0.8633,0.92946,0.68209,0.79881,0.40846,0.88122,0.00408829,0.00408829,0.00408829
211,23787.7,0.84109,0.46566,0.87048,0.91978,0.86134,0.9285,0.68058,0.79841,0.40855,0.8813,0.00406,0.00406,0.00406
212,23899.8,0.84624,0.46651,0.87315,0.92054,0.86022,0.92851,0.68049,0.79834,0.40805,0.88123,0.00403171,0.00403171,0.00403171
213,24016.1,0.83475,0.46325,0.87353,0.92095,0.86082,0.92895,0.68099,0.79837,0.40787,0.8812,0.00400343,0.00400343,0.00400343
214,24128.8,0.84219,0.47105,0.86952,0.92,0.8633,0.92948,0.68091,0.79886,0.40808,0.88141,0.00397514,0.00397514,0.00397514
215,24241.6,0.84018,0.46867,0.8689,0.91869,0.86392,0.92975,0.68147,0.79721,0.408,0.88112,0.00394686,0.00394686,0.00394686
216,24352.2,0.83382,0.46227,0.86963,0.91961,0.8594,0.92799,0.68149,0.7972,0.40745,0.8809,0.00391857,0.00391857,0.00391857
217,24464.6,0.8185,0.45939,0.86735,0.91961,0.85935,0.9284,0.68059,0.79736,0.40728,0.88083,0.00389029,0.00389029,0.00389029
218,24577.9,0.83635,0.46582,0.87085,0.91883,0.85731,0.92777,0.68141,0.7959,0.40803,0.88059,0.003862,0.003862,0.003862
219,24689.7,0.82596,0.45581,0.8661,0.91787,0.86026,0.92792,0.68101,0.79535,0.4069,0.88049,0.00383371,0.00383371,0.00383371
220,24803.1,0.83544,0.46287,0.87023,0.91854,0.85591,0.92872,0.68242,0.7944,0.40677,0.88016,0.00380543,0.00380543,0.00380543
221,24917.1,0.82862,0.45909,0.86891,0.9206,0.85591,0.92822,0.68195,0.79435,0.40632,0.88014,0.00377714,0.00377714,0.00377714
222,25029.7,0.84451,0.46669,0.8719,0.91929,0.85571,0.92644,0.68155,0.79412,0.40637,0.88004,0.00374886,0.00374886,0.00374886
223,25144.1,0.82312,0.45556,0.86488,0.92043,0.85476,0.92802,0.68139,0.79304,0.40629,0.87975,0.00372057,0.00372057,0.00372057
224,25258.3,0.82089,0.45397,0.86599,0.91988,0.85549,0.92817,0.68112,0.79219,0.40524,0.8796,0.00369229,0.00369229,0.00369229
225,25372.1,0.83943,0.46278,0.86626,0.91826,0.85771,0.92826,0.68117,0.79165,0.40458,0.87919,0.003664,0.003664,0.003664
226,25485.2,0.82379,0.45792,0.86807,0.91878,0.85672,0.92822,0.6816,0.79139,0.40439,0.87932,0.00363571,0.00363571,0.00363571
227,25595.7,0.81038,0.45101,0.86309,0.91989,0.8556,0.92694,0.68186,0.79128,0.4045,0.8793,0.00360743,0.00360743,0.00360743
228,25708.2,0.81442,0.45231,0.8636,0.9199,0.85567,0.92744,0.68172,0.79106,0.4043,0.87896,0.00357914,0.00357914,0.00357914
229,25825.8,0.82037,0.45458,0.86769,0.92112,0.85567,0.92845,0.68235,0.79042,0.40459,0.87887,0.00355086,0.00355086,0.00355086
230,25936.8,0.82284,0.45206,0.86527,0.91608,0.86041,0.92857,0.68225,0.79032,0.40423,0.87899,0.00352257,0.00352257,0.00352257
231,26048.7,0.82411,0.45537,0.8675,0.91546,0.85961,0.92732,0.68258,0.79034,0.40476,0.87904,0.00349429,0.00349429,0.00349429
232,26160,0.81848,0.45667,0.86398,0.91772,0.85854,0.92728,0.68316,0.7894,0.40388,0.87882,0.003466,0.003466,0.003466
233,26271.4,0.81261,0.45134,0.86605,0.91847,0.86022,0.92747,0.68406,0.78942,0.40404,0.87892,0.00343771,0.00343771,0.00343771
234,26384.2,0.82883,0.4587,0.87144,0.91524,0.85775,0.92674,0.68342,0.78808,0.40295,0.8789,0.00340943,0.00340943,0.00340943
235,26495.7,0.81552,0.45526,0.86535,0.91486,0.86017,0.92797,0.68434,0.78795,0.40271,0.87866,0.00338114,0.00338114,0.00338114
236,26610.3,0.81803,0.44963,0.86924,0.91486,0.86017,0.92834,0.68398,0.788,0.40303,0.87877,0.00335286,0.00335286,0.00335286
237,26722.1,0.81251,0.4496,0.86669,0.91492,0.86022,0.92774,0.68367,0.78736,0.40278,0.87861,0.00332457,0.00332457,0.00332457
238,26833.7,0.82444,0.45147,0.86581,0.91351,0.86503,0.92905,0.6855,0.78694,0.40251,0.87841,0.00329629,0.00329629,0.00329629
239,26945,0.81256,0.44554,0.86531,0.91748,0.86207,0.92864,0.68586,0.78705,0.40179,0.87841,0.003268,0.003268,0.003268
240,27057.9,0.81606,0.44943,0.8677,0.9216,0.86133,0.92929,0.68538,0.78645,0.40161,0.87836,0.00323971,0.00323971,0.00323971
241,27178.3,0.82649,0.4562,0.8688,0.91714,0.86558,0.92922,0.68565,0.78603,0.40176,0.87837,0.00321143,0.00321143,0.00321143
242,27290.5,0.81339,0.44827,0.86477,0.92001,0.86145,0.92923,0.68599,0.78517,0.4017,0.87825,0.00318314,0.00318314,0.00318314
243,27403,0.8105,0.44987,0.86506,0.92063,0.86022,0.92896,0.68613,0.78456,0.40177,0.87812,0.00315486,0.00315486,0.00315486
244,27516.3,0.81038,0.44491,0.86265,0.91919,0.86145,0.92911,0.6863,0.78419,0.40135,0.87796,0.00312657,0.00312657,0.00312657
245,27630.2,0.8077,0.44473,0.86661,0.91737,0.86136,0.92855,0.68646,0.78435,0.40062,0.87816,0.00309829,0.00309829,0.00309829
246,27743.9,0.81898,0.45128,0.86513,0.91549,0.86048,0.92892,0.68667,0.78442,0.40016,0.87825,0.00307,0.00307,0.00307
247,27856.8,0.80783,0.44807,0.86355,0.91694,0.86328,0.92939,0.68699,0.78439,0.4004,0.87831,0.00304171,0.00304171,0.00304171
248,27967.6,0.8106,0.44739,0.8659,0.91805,0.86453,0.93015,0.68803,0.783,0.40034,0.87802,0.00301343,0.00301343,0.00301343
249,28079.2,0.81103,0.44582,0.86216,0.91824,0.86441,0.93011,0.68815,0.78245,0.39973,0.87792,0.00298514,0.00298514,0.00298514
250,28193,0.80395,0.44172,0.86237,0.91898,0.86609,0.9302,0.6884,0.78208,0.3998,0.87788,0.00295686,0.00295686,0.00295686
251,28305.1,0.80015,0.44094,0.86055,0.91835,0.86571,0.92998,0.68853,0.7826,0.40032,0.87783,0.00292857,0.00292857,0.00292857
252,28416.2,0.80809,0.44569,0.8634,0.91858,0.86638,0.93005,0.68924,0.78279,0.40026,0.87787,0.00290029,0.00290029,0.00290029
253,28529.1,0.80838,0.44585,0.86404,0.91777,0.86595,0.92954,0.68837,0.78231,0.39957,0.87787,0.002872,0.002872,0.002872
254,28639.8,0.80282,0.44481,0.86361,0.9175,0.86576,0.92957,0.68818,0.78234,0.4,0.87764,0.00284371,0.00284371,0.00284371
255,28750.8,0.79901,0.43751,0.86044,0.91867,0.86638,0.93021,0.68916,0.78182,0.40013,0.87746,0.00281543,0.00281543,0.00281543
256,28864.4,0.80431,0.44197,0.86207,0.91944,0.86447,0.92986,0.68865,0.7812,0.39998,0.87746,0.00278714,0.00278714,0.00278714
257,28976.4,0.79048,0.43606,0.86101,0.91937,0.86359,0.93003,0.68828,0.78161,0.40041,0.87748,0.00275886,0.00275886,0.00275886
258,29088.8,0.81065,0.44159,0.86264,0.92002,0.86413,0.9303,0.68927,0.78126,0.40026,0.87755,0.00273057,0.00273057,0.00273057
259,29202.3,0.80356,0.4431,0.86257,0.91883,0.86268,0.92979,0.6887,0.78097,0.40039,0.87751,0.00270229,0.00270229,0.00270229
260,29314.3,0.80716,0.4465,0.85941,0.92083,0.8633,0.93024,0.6885,0.78106,0.40031,0.87737,0.002674,0.002674,0.002674
261,29426.5,0.80847,0.44189,0.86243,0.92104,0.86196,0.92995,0.68935,0.78084,0.40073,0.87735,0.00264571,0.00264571,0.00264571
262,29539.4,0.80607,0.44306,0.8605,0.92165,0.862,0.92997,0.68876,0.78031,0.39997,0.8773,0.00261743,0.00261743,0.00261743
263,29651.2,0.80248,0.4446,0.86026,0.91907,0.86015,0.92994,0.68831,0.78108,0.4004,0.87712,0.00258914,0.00258914,0.00258914
264,29770.6,0.81564,0.44466,0.86153,0.92106,0.86214,0.93032,0.68924,0.78122,0.39995,0.87721,0.00256086,0.00256086,0.00256086
265,29880.3,0.7998,0.44062,0.85802,0.92144,0.86084,0.93029,0.68869,0.78152,0.40064,0.8774,0.00253257,0.00253257,0.00253257
266,29991.9,0.79981,0.43256,0.856,0.92035,0.8609,0.93016,0.68917,0.78034,0.40052,0.87699,0.00250429,0.00250429,0.00250429
267,30108,0.80454,0.44288,0.86315,0.92087,0.85961,0.93016,0.68934,0.78095,0.40082,0.87702,0.002476,0.002476,0.002476
268,30221.6,0.79352,0.4359,0.85951,0.92042,0.86207,0.93014,0.69001,0.78087,0.4004,0.87734,0.00244771,0.00244771,0.00244771
269,30333,0.79827,0.43751,0.86232,0.92168,0.86234,0.9305,0.69035,0.78072,0.4005,0.87726,0.00241943,0.00241943,0.00241943
270,30444,0.79209,0.43625,0.86359,0.92338,0.86268,0.93063,0.69008,0.78101,0.40016,0.87724,0.00239114,0.00239114,0.00239114
271,30553.6,0.80057,0.44045,0.85895,0.92303,0.86268,0.93049,0.68973,0.78181,0.40042,0.87735,0.00236286,0.00236286,0.00236286
272,30664.6,0.79864,0.44025,0.85803,0.92257,0.86268,0.93043,0.69012,0.78172,0.39994,0.87726,0.00233457,0.00233457,0.00233457
273,30774.7,0.79526,0.43744,0.86065,0.92112,0.86287,0.93024,0.68993,0.78182,0.39993,0.87733,0.00230629,0.00230629,0.00230629
274,30886.1,0.79584,0.43376,0.8568,0.92237,0.86337,0.93074,0.68993,0.7815,0.39996,0.87728,0.002278,0.002278,0.002278
275,30998,0.79919,0.43657,0.85967,0.9229,0.8633,0.93087,0.69001,0.78144,0.39983,0.87709,0.00224971,0.00224971,0.00224971
276,31116.4,0.79976,0.43859,0.85544,0.92304,0.8633,0.93081,0.69013,0.7815,0.39963,0.87723,0.00222143,0.00222143,0.00222143
277,31226.5,0.79712,0.43632,0.85928,0.9217,0.86258,0.93069,0.69018,0.78101,0.39928,0.87736,0.00219314,0.00219314,0.00219314
278,31337.7,0.79835,0.43752,0.8609,0.92239,0.86392,0.9308,0.69066,0.78143,0.3994,0.87713,0.00216486,0.00216486,0.00216486
279,31447.9,0.7818,0.42861,0.85369,0.92231,0.86261,0.93077,0.69047,0.78149,0.39925,0.87719,0.00213657,0.00213657,0.00213657
280,31557.5,0.78277,0.43101,0.85807,0.91714,0.87239,0.93079,0.69018,0.781,0.39916,0.87703,0.00210829,0.00210829,0.00210829
281,31668.2,0.78963,0.43351,0.85751,0.91452,0.87254,0.93026,0.69081,0.78028,0.39881,0.87712,0.00208,0.00208,0.00208
282,31785.2,0.78288,0.43099,0.85376,0.91534,0.87209,0.93033,0.6904,0.78034,0.39847,0.87711,0.00205171,0.00205171,0.00205171
283,31897.8,0.77848,0.43167,0.85643,0.91536,0.87232,0.93041,0.69006,0.78007,0.39896,0.87703,0.00202343,0.00202343,0.00202343
284,32010.2,0.78159,0.42868,0.85858,0.91582,0.87315,0.93078,0.69097,0.78023,0.39947,0.8771,0.00199514,0.00199514,0.00199514
285,32120.1,0.78723,0.43349,0.86003,0.91679,0.87254,0.93105,0.69092,0.7803,0.39902,0.87704,0.00196686,0.00196686,0.00196686
286,32229.8,0.77366,0.42502,0.85446,0.91702,0.87315,0.93179,0.69068,0.78009,0.39912,0.87675,0.00193857,0.00193857,0.00193857
287,32340.6,0.78603,0.43108,0.85786,0.91654,0.87254,0.93115,0.69116,0.77985,0.39932,0.87673,0.00191029,0.00191029,0.00191029
288,32458.6,0.78525,0.42907,0.85595,0.91594,0.87254,0.93115,0.6918,0.77994,0.39894,0.87673,0.001882,0.001882,0.001882
289,32571.8,0.78801,0.43401,0.86028,0.91644,0.87122,0.93096,0.69124,0.77982,0.39982,0.87663,0.00185371,0.00185371,0.00185371
290,32684,0.78456,0.43047,0.85643,0.91725,0.87007,0.93113,0.69191,0.78035,0.39965,0.87674,0.00182543,0.00182543,0.00182543
291,32794.3,0.78853,0.42916,0.85903,0.91935,0.8704,0.93129,0.69177,0.78017,0.39958,0.87672,0.00179714,0.00179714,0.00179714
292,32904,0.78381,0.42923,0.85857,0.91852,0.87069,0.93074,0.69131,0.78008,0.39987,0.87672,0.00176886,0.00176886,0.00176886
293,33015.8,0.78695,0.42695,0.85448,0.91427,0.87192,0.93168,0.69125,0.78016,0.39995,0.87663,0.00174057,0.00174057,0.00174057
294,33136.1,0.79169,0.42755,0.85392,0.91819,0.86946,0.93098,0.69142,0.78047,0.40031,0.87672,0.00171229,0.00171229,0.00171229
295,33248.3,0.7798,0.4242,0.8548,0.91787,0.86946,0.93103,0.69107,0.78084,0.40041,0.87689,0.001684,0.001684,0.001684
296,33361.3,0.77917,0.42405,0.8583,0.91959,0.86638,0.93029,0.69097,0.7809,0.40035,0.87686,0.00165571,0.00165571,0.00165571
297,33479.7,0.77228,0.42526,0.85441,0.91589,0.87007,0.93154,0.69093,0.78097,0.39962,0.87682,0.00162743,0.00162743,0.00162743
298,33589.9,0.78124,0.42686,0.85651,0.91955,0.86576,0.93158,0.69124,0.78055,0.39985,0.87681,0.00159914,0.00159914,0.00159914
299,33702.3,0.77079,0.42589,0.85454,0.9195,0.86514,0.93047,0.69092,0.78062,0.40007,0.87666,0.00157086,0.00157086,0.00157086
300,33821.4,0.78137,0.42696,0.85532,0.92011,0.86515,0.93083,0.69167,0.78071,0.40029,0.87662,0.00154257,0.00154257,0.00154257
301,33931.4,0.76427,0.41627,0.85413,0.92071,0.86515,0.93072,0.69179,0.78047,0.40077,0.87676,0.00151429,0.00151429,0.00151429
302,34043.1,0.77726,0.42511,0.85733,0.91176,0.87131,0.93107,0.69115,0.78037,0.40052,0.87671,0.001486,0.001486,0.001486
303,34153.7,0.78188,0.42373,0.85842,0.91392,0.87192,0.93197,0.69111,0.78054,0.40058,0.87646,0.00145771,0.00145771,0.00145771
304,34266.5,0.77177,0.42207,0.85471,0.91929,0.86638,0.93069,0.69154,0.78043,0.40111,0.87657,0.00142943,0.00142943,0.00142943
305,34379.3,0.77383,0.41903,0.85768,0.91256,0.87069,0.93125,0.69116,0.7801,0.40085,0.87637,0.00140114,0.00140114,0.00140114
306,34489.4,0.77469,0.42066,0.85502,0.91889,0.86497,0.93058,0.69158,0.77977,0.40077,0.87639,0.00137286,0.00137286,0.00137286
307,34599.3,0.76475,0.41958,0.85342,0.91943,0.86436,0.93062,0.69148,0.77975,0.40109,0.8763,0.00134457,0.00134457,0.00134457
308,34710.8,0.77304,0.41794,0.85559,0.9195,0.86638,0.93113,0.6914,0.77919,0.40093,0.87629,0.00131629,0.00131629,0.00131629
309,34829.9,0.75981,0.41432,0.85052,0.91915,0.86638,0.93159,0.69141,0.77873,0.40058,0.87613,0.001288,0.001288,0.001288
310,34941.4,0.76426,0.41851,0.85578,0.91844,0.86674,0.93153,0.6923,0.77794,0.40064,0.87613,0.00125971,0.00125971,0.00125971
311,35053.3,0.76398,0.41565,0.85214,0.91921,0.86576,0.9313,0.69219,0.77797,0.40058,0.87602,0.00123143,0.00123143,0.00123143
312,35170.4,0.77177,0.41932,0.85401,0.91842,0.86649,0.93133,0.69195,0.77786,0.40108,0.87606,0.00120314,0.00120314,0.00120314
313,35280.9,0.77341,0.41714,0.84992,0.91845,0.86684,0.93129,0.69212,0.77781,0.4012,0.87612,0.00117486,0.00117486,0.00117486
314,35392.6,0.75856,0.41568,0.85572,0.91836,0.867,0.93082,0.69241,0.77794,0.40088,0.8761,0.00114657,0.00114657,0.00114657
315,35502.8,0.77207,0.41924,0.85565,0.91779,0.86623,0.93074,0.69217,0.77739,0.40089,0.87626,0.00111829,0.00111829,0.00111829
316,35614.9,0.76431,0.41777,0.8527,0.91899,0.86623,0.93097,0.69229,0.77717,0.40089,0.8762,0.00109,0.00109,0.00109
317,35727.4,0.76094,0.41287,0.85321,0.91852,0.86767,0.93165,0.69307,0.77741,0.40125,0.87626,0.00106171,0.00106171,0.00106171
318,35838.6,0.76465,0.41334,0.85343,0.91709,0.86823,0.93095,0.69331,0.77676,0.40102,0.87614,0.00103343,0.00103343,0.00103343
319,35951.8,0.76361,0.41318,0.85484,0.91858,0.86838,0.93176,0.69316,0.77697,0.40179,0.87604,0.00100514,0.00100514,0.00100514
320,36062.5,0.76805,0.41842,0.85234,0.91792,0.86823,0.93135,0.69325,0.77663,0.40069,0.87592,0.000976857,0.000976857,0.000976857
321,36172.1,0.76405,0.41461,0.85369,0.92021,0.86823,0.93142,0.69379,0.77614,0.40089,0.876,0.000948571,0.000948571,0.000948571
322,36284.1,0.75868,0.41668,0.85248,0.91969,0.86732,0.93144,0.69345,0.77614,0.40109,0.87606,0.000920286,0.000920286,0.000920286
323,36401.7,0.75954,0.41335,0.85448,0.92024,0.86671,0.93142,0.69313,0.77583,0.40103,0.87595,0.000892,0.000892,0.000892
324,36514.6,0.7642,0.41369,0.85432,0.92184,0.86638,0.93166,0.69358,0.77568,0.40128,0.87575,0.000863714,0.000863714,0.000863714
325,36626.2,0.76132,0.41358,0.85214,0.92112,0.86761,0.93184,0.69393,0.77541,0.40158,0.87576,0.000835429,0.000835429,0.000835429
326,36737.5,0.76243,0.417,0.85202,0.92251,0.86504,0.93152,0.69441,0.77501,0.40131,0.87569,0.000807143,0.000807143,0.000807143
327,36850.9,0.75888,0.41059,0.85113,0.92111,0.86576,0.93148,0.69406,0.77452,0.40103,0.87549,0.000778857,0.000778857,0.000778857
328,36963.8,0.75431,0.40962,0.84987,0.92196,0.86566,0.9316,0.69445,0.77432,0.40103,0.8755,0.000750571,0.000750571,0.000750571
329,37074.1,0.74935,0.4038,0.85326,0.92199,0.86602,0.93161,0.69455,0.7744,0.40122,0.87548,0.000722286,0.000722286,0.000722286
330,37185,0.75324,0.40724,0.84806,0.92324,0.86638,0.93143,0.69407,0.77477,0.40143,0.87549,0.000694,0.000694,0.000694
331,37297.2,0.75347,0.40891,0.84908,0.92171,0.86576,0.93151,0.69402,0.77381,0.40067,0.87541,0.000665714,0.000665714,0.000665714
332,37415.7,0.75645,0.40745,0.85341,0.92287,0.86576,0.93116,0.69462,0.77332,0.40076,0.87524,0.000637429,0.000637429,0.000637429
333,37527.9,0.75539,0.40649,0.84943,0.92384,0.86638,0.93149,0.69439,0.77329,0.40183,0.87528,0.000609143,0.000609143,0.000609143
334,37640.1,0.7595,0.40988,0.85339,0.92448,0.867,0.93164,0.69448,0.77317,0.40125,0.87527,0.000580857,0.000580857,0.000580857
335,37754.8,0.74639,0.40235,0.8515,0.92288,0.86823,0.93171,0.69538,0.77277,0.40121,0.87513,0.000552571,0.000552571,0.000552571
336,37867.8,0.75607,0.4057,0.85148,0.9226,0.86612,0.93102,0.69434,0.77269,0.40204,0.87513,0.000524286,0.000524286,0.000524286
337,37980.6,0.7589,0.40888,0.85133,0.92307,0.867,0.93124,0.69453,0.77176,0.40175,0.8751,0.000496,0.000496,0.000496
338,38093.1,0.75848,0.40709,0.85209,0.92277,0.86812,0.93146,0.69448,0.77238,0.40224,0.87514,0.000467714,0.000467714,0.000467714
339,38205.7,0.73742,0.40004,0.84898,0.92081,0.86761,0.93105,0.69425,0.77159,0.40233,0.87494,0.000439429,0.000439429,0.000439429
340,38316.2,0.74597,0.40133,0.84763,0.92087,0.86823,0.93172,0.69397,0.7712,0.40243,0.87495,0.000411143,0.000411143,0.000411143
341,38426.4,0.75156,0.40425,0.84934,0.92087,0.86823,0.93158,0.69424,0.77067,0.40245,0.87495,0.000382857,0.000382857,0.000382857
342,38536.6,0.74734,0.40291,0.84779,0.92027,0.86823,0.93138,0.69405,0.77052,0.40275,0.87479,0.000354571,0.000354571,0.000354571
343,38646.5,0.74818,0.40329,0.84956,0.92092,0.86884,0.93152,0.6948,0.77019,0.40257,0.87496,0.000326286,0.000326286,0.000326286
344,38756.9,0.74238,0.40317,0.84724,0.91961,0.86823,0.93168,0.69468,0.77025,0.40278,0.87487,0.000298,0.000298,0.000298
345,38869.8,0.74722,0.40383,0.84586,0.91936,0.86823,0.93179,0.69457,0.76943,0.40299,0.87482,0.000269714,0.000269714,0.000269714
346,38985.6,0.73701,0.40112,0.84588,0.91858,0.86838,0.93142,0.69558,0.76911,0.40311,0.87484,0.000241429,0.000241429,0.000241429
347,39099.4,0.73947,0.39722,0.84554,0.91982,0.86946,0.93199,0.69407,0.769,0.40215,0.87475,0.000213143,0.000213143,0.000213143
348,39211.7,0.74488,0.40166,0.85039,0.91929,0.86973,0.93194,0.69461,0.7688,0.40231,0.87475,0.000184857,0.000184857,0.000184857
349,39322.6,0.73662,0.3973,0.84781,0.91977,0.86946,0.93175,0.69477,0.76844,0.40252,0.87455,0.000156571,0.000156571,0.000156571
350,39432.9,0.74058,0.4,0.84637,0.91911,0.86946,0.93182,0.69512,0.76804,0.4021,0.87474,0.000128286,0.000128286,0.000128286
